RedFighter,BlueFighter,Date,Location,Country,WeightClass,Gender,NumberOfRounds,TitleBout,Winner,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RMatchWCRank,BMatchWCRank,RPFPRank,BPFPRank,RedStanceEncoded,BlueStanceEncoded,Target
Iuri Alcantara,Russell Doane,2014-09-13,"Brasilia, Distrito Federal, Brazil", Brazil,Bantamweight,MALE,3,0,Red,-315.0,285.0,31.746,285.0,0,2,0,24.375,0.471,0.625,1.25,0.458,2,3,18,0,0,1,2,2,0,0,5,Southpaw,175.26,180.34,135,0,2,0,33.5,0.415,0.5,1.5,0.165,2,0,5,0,0,1,0,0,1,0,2,Orthodox,170.18,177.8,135,7.0,9.0,6.0,10.0,1,0,1.0
Francisco Trinaldo,Leandro Silva,2014-09-13,"Brasilia, Distrito Federal, Brazil", Brazil,Lightweight,MALE,3,0,Red,-185.0,170.0,54.0541,170.0,1,0,0,24.7143,0.539,0.7143,0.7143,0.271,2,3,15,0,0,1,0,1,2,0,4,Southpaw,175.26,177.8,155,1,0,0,50.0,0.57,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,7.0,9.0,6.0,10.0,1,0,1.0
Godofredo Pepey,Dashon Johnson,2014-09-13,"Brasilia, Distrito Federal, Brazil", Brazil,Featherweight,MALE,3,0,Red,-130.0,120.0,76.9231,120.0,0,1,0,16.0,0.392,0.2,0.2,0.1,1,3,9,1,0,1,0,1,0,0,2,Orthodox,170.18,185.42,145,1,0,0,11.0,0.73,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,7.0,9.0,6.0,10.0,0,0,1.0
Igor Araujo,George Sullivan,2014-09-13,"Brasilia, Distrito Federal, Brazil", Brazil,Welterweight,MALE,3,0,Blue,-130.0,120.0,76.9231,120.0,0,2,0,16.5,0.365,1.0,0.5,0.08,2,0,6,0,0,0,2,0,0,0,2,Orthodox,185.42,195.58,170,0,1,0,61.0,0.34,0.0,2.0,0.14,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,170,7.0,9.0,6.0,10.0,0,0,0.0
Paulo Thiago,Sean Spencer,2014-09-13,"Brasilia, Distrito Federal, Brazil", Brazil,Welterweight,MALE,3,0,Blue,215.0,-235.0,215.0,42.5532,2,0,0,18.1667,0.345,1.0,1.1667,0.257,2,7,29,0,0,0,3,1,1,0,5,Orthodox,180.34,185.42,170,1,0,0,68.5,0.308,0.0,0.0,0.0,2,2,12,0,0,1,1,0,0,0,2,Southpaw,177.8,190.5,170,7.0,9.0,6.0,10.0,0,1,0.0
Rani Yahya,Johnny Bedford,2014-09-13,"Brasilia, Distrito Federal, Brazil", Brazil,Bantamweight,MALE,3,0,Red,115.0,-125.0,115.0,80.0,2,0,0,14.7143,0.399,1.2857,1.8571,0.303,3,3,17,0,0,0,3,0,1,0,4,Orthodox,167.64,170.18,135,3,0,0,35.4,0.562,0.0,1.0,0.332,2,3,10,0,0,0,0,2,0,0,2,Orthodox,177.8,180.34,135,7.0,9.0,6.0,10.0,0,0,1.0
Jessica Andrade,Larissa Pacheco,2014-09-13,"Brasilia, Distrito Federal, Brazil", Brazil,Women's Bantamweight,FEMALE,3,0,Red,-110.0,100.0,90.9091,100.0,0,2,0,94.0,0.553,0.3333,1.6667,0.623,2,1,8,0,0,1,1,0,0,0,2,Orthodox,154.94,157.48,115,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,10.0,9.0,6.0,10.0,0,0,1.0
Miesha Tate,Rin Nakai,2014-09-20,"Saitama, Japan", Japan,Women's Bantamweight,FEMALE,3,0,Red,-310.0,280.0,32.2581,280.0,0,1,0,24.6667,0.497,1.6667,1.6667,0.297,1,2,9,1,0,0,1,0,0,0,1,Orthodox,167.64,165.1,135,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,152.4,135,2.0,9.0,6.0,10.0,0,0,1.0
Mark Hunt,Roy Nelson,2014-09-20,"Saitama, Japan", Japan,Heavyweight,MALE,5,0,Red,-120.0,110.0,83.3333,110.0,2,0,0,36.0,0.446,0.1429,0.8571,0.343,4,3,18,0,0,0,1,3,0,0,4,Orthodox,177.8,182.88,265,0,1,0,18.5,0.388,0.0833,0.25,0.125,3,5,24,1,0,0,0,7,0,0,7,Orthodox,182.88,182.88,263,6.0,8.0,6.0,10.0,0,0,1.0
Myles Jury,Takanori Gomi,2014-09-20,"Saitama, Japan", Japan,Lightweight,MALE,3,0,Red,-605.0,505.0,16.5289,505.0,0,5,0,28.2,0.316,0.4,2.4,0.632,5,0,12,0,0,1,2,1,1,0,5,Orthodox,177.8,185.42,145,0,1,0,44.5,0.331,0.0,0.125,0.063,2,4,18,0,0,1,1,2,0,0,4,Southpaw,170.18,177.8,155,9.0,9.0,6.0,10.0,0,1,1.0
Yoshihiro Akiyama,Amir Sadollah,2014-09-20,"Saitama, Japan", Japan,Welterweight,MALE,3,0,Red,-155.0,145.0,64.5161,145.0,4,0,0,33.2,0.294,0.2,2.0,0.45,1,4,13,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,1,0,0,57.9,0.421,0.3,0.5,0.233,2,4,25,1,0,1,3,1,1,0,6,Orthodox,177.8,187.96,170,7.0,9.0,6.0,10.0,0,0,1.0
Kiichi Kunimoto,Richard Walsh,2014-09-20,"Saitama, Japan", Japan,Welterweight,MALE,3,0,Red,-235.0,215.0,42.5532,215.0,0,2,0,8.5,0.51,0.5,0.5,0.165,2,0,2,0,0,0,0,0,1,0,2,Orthodox,177.8,180.34,170,0,1,0,71.0,0.58,0.0,5.0,0.55,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,170,7.0,9.0,6.0,10.0,0,0,1.0
Alex Caceres,Masanori Kanehara,2014-09-20,"Saitama, Japan", Japan,Bantamweight,MALE,3,0,Blue,-295.0,265.0,33.8983,265.0,1,0,0,45.4,0.519,1.2,0.2,0.2,2,5,26,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,10.0,9.0,6.0,10.0,1,0,0.0
Katsunori Kikuno,Sam Sicilia,2014-09-20,"Saitama, Japan", Japan,Featherweight,MALE,3,0,Red,-145.0,135.0,68.9655,135.0,1,0,0,22.5,0.485,0.0,1.5,0.375,1,1,4,0,0,0,1,0,0,0,1,Orthodox,172.72,167.64,145,0,1,0,26.6667,0.422,0.3333,1.3333,0.46,1,3,13,0,0,0,1,2,0,0,3,Orthodox,172.72,170.18,145,7.0,9.0,6.0,10.0,0,0,1.0
Hyun Gyu Lim,Takenori Sato,2014-09-20,"Saitama, Japan", Japan,Welterweight,MALE,3,0,Red,-660.0,540.0,15.1515,540.0,1,0,0,70.0,0.413,0.3333,0.3333,0.333,2,1,8,0,0,0,0,2,0,0,2,Orthodox,190.5,195.58,170,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,170,7.0,9.0,6.0,10.0,0,1,1.0
Michinori Tanaka,Kyung Ho Kang,2014-09-20,"Saitama, Japan", Japan,Bantamweight,MALE,3,0,Blue,-150.0,140.0,66.6667,140.0,0,1,0,21.0,0.56,1.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,0,1,0,33.0,0.437,1.3333,3.3333,0.85,1,2,9,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,135,7.0,9.0,6.0,10.0,0,0,0.0
Kazuki Tokudome,Johnny Case,2014-09-20,"Saitama, Japan", Japan,Lightweight,MALE,3,0,Blue,-130.0,120.0,76.9231,120.0,2,0,0,35.6667,0.437,0.0,2.0,0.54,1,2,9,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,155,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,7.0,9.0,6.0,10.0,1,0,0.0
Maximo Blanco,Dan Hooker,2014-09-20,"Saitama, Japan", Japan,Featherweight,MALE,3,0,Red,-135.0,125.0,74.0741,125.0,0,1,0,35.8,0.44,0.2,1.4,0.5,1,3,13,0,0,0,2,0,0,0,2,Orthodox,172.72,180.34,145,0,1,0,12.0,0.66,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Switch,182.88,190.5,155,7.0,9.0,6.0,10.0,0,2,1.0
Kyoji Horiguchi,Jon Delos Reyes,2014-09-20,"Saitama, Japan", Japan,Flyweight,MALE,3,0,Red,-660.0,540.0,15.1515,540.0,0,2,0,47.5,0.52,0.0,1.5,0.665,2,0,5,0,0,0,1,1,0,0,2,Orthodox,165.1,167.64,125,1,0,0,9.0,0.31,0.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,14.0,9.0,6.0,10.0,0,0,1.0
Dustin Poirier,Conor Mcgregor,2014-09-27,"Las Vegas, Nevada, USA", USA,Featherweight,MALE,3,0,Blue,240.0,-260.0,240.0,38.4615,0,3,0,47.4,0.474,0.8,1.1,0.243,4,2,23,0,0,0,3,2,3,0,8,Southpaw,175.26,182.88,155,0,3,0,30.6667,0.433,0.0,1.6667,0.6,3,0,5,0,0,0,1,2,0,0,3,Southpaw,175.26,187.96,155,5.0,9.0,6.0,10.0,1,1,0.0
Demetrious Johnson,Chris Cariaso,2014-09-27,"Las Vegas, Nevada, USA", USA,Flyweight,MALE,5,1,Red,-1450.0,1150.0,6.8966,1150.0,0,6,0,69.0,0.518,0.3,4.0,0.39,6,2,38,6,0,1,5,1,1,0,8,Orthodox,160.02,167.64,125,0,3,0,52.6,0.45,0.6,1.0,0.391,3,3,29,0,0,2,4,1,0,0,7,Southpaw,160.02,160.02,125,0.0,8.0,4.0,10.0,0,1,1.0
Donald Cerrone,Eddie Alvarez,2014-09-27,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-135.0,125.0,74.0741,125.0,0,4,0,40.5,0.475,0.3571,0.7857,0.296,4,3,27,0,0,0,3,4,4,0,11,Orthodox,185.42,185.42,155,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,5.0,14.0,6.0,10.0,0,0,1.0
Tim Kennedy,Yoel Romero,2014-09-27,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Blue,-133.0,123.0,75.188,123.0,0,3,0,39.3333,0.49,0.0,2.3333,0.317,3,0,9,0,0,0,2,1,0,0,3,Orthodox,180.34,187.96,185,0,4,0,38.25,0.688,0.0,1.75,0.145,4,0,10,0,0,0,1,3,0,0,4,Southpaw,182.88,185.42,185,6.0,10.0,6.0,10.0,0,1,0.0
Cat Zingano,Amanda Nunes,2014-09-27,"Las Vegas, Nevada, USA", USA,Women's Bantamweight,FEMALE,3,0,Red,-215.0,195.0,46.5116,195.0,0,1,0,35.0,0.83,1.0,1.0,1.0,1,0,3,0,0,0,0,1,0,0,1,Southpaw,167.64,172.72,145,0,2,0,12.0,0.43,0.0,1.5,0.495,2,0,2,0,0,0,0,2,0,0,2,Orthodox,172.72,175.26,145,1.0,8.0,6.0,10.0,1,0,1.0
Dominick Cruz,Takeya Mizugaki,2014-09-27,"Las Vegas, Nevada, USA", USA,Bantamweight,MALE,3,0,Red,-560.0,475.0,17.8571,475.0,0,2,0,75.0,0.435,0.5,7.0,0.41,2,0,10,2,0,0,2,0,0,0,2,Orthodox,172.72,172.72,135,0,5,0,56.7778,0.397,0.1111,1.7778,0.474,5,2,26,0,0,3,3,1,0,0,7,Orthodox,170.18,172.72,135,10.0,5.0,6.0,10.0,0,0,1.0
Jorge Masvidal,James Krause,2014-09-27,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-320.0,290.0,31.25,290.0,0,2,0,46.4,0.534,0.8,2.0,0.55,2,1,14,0,0,0,3,0,1,0,4,Orthodox,180.34,187.96,170,0,1,0,46.6667,0.427,0.3333,0.3333,0.167,1,1,5,0,0,0,0,1,1,0,2,Orthodox,187.96,185.42,170,12.0,9.0,6.0,10.0,0,0,1.0
Patrick Cote,Stephen Thompson,2014-09-27,"Las Vegas, Nevada, USA", USA,Welterweight,MALE,3,0,Blue,340.0,-380.0,340.0,26.3158,0,3,0,26.4,0.439,0.1333,0.4667,0.144,4,8,36,2,0,1,3,2,0,0,7,Orthodox,180.34,180.34,170,0,3,0,43.0,0.52,0.0,0.8,0.3,3,1,10,0,0,0,1,3,0,0,4,Orthodox,182.88,190.5,170,7.0,9.0,6.0,10.0,0,0,0.0
John Howard,Brian Ebersole,2014-09-27,"Las Vegas, Nevada, USA", USA,Welterweight,MALE,3,0,Blue,-240.0,220.0,41.6667,220.0,1,0,0,24.9,0.548,0.5,2.6,0.485,4,4,28,0,0,3,1,2,0,0,6,Orthodox,170.18,180.34,170,2,0,0,31.6667,0.55,0.1667,1.5,0.187,4,2,16,0,0,1,2,1,0,0,4,Southpaw,182.88,185.42,170,7.0,9.0,6.0,10.0,0,1,0.0
Jon Tuck,Kevin Lee,2014-09-27,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Blue,220.0,-240.0,220.0,41.6667,0,1,0,49.6667,0.45,0.6667,1.0,0.2,1,1,9,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155,0,1,0,44.0,0.355,1.0,2.5,0.225,1,1,6,0,0,1,0,0,0,0,1,Orthodox,175.26,195.58,170,7.0,9.0,6.0,10.0,0,0,0.0
Manvel Gamburyan,Cody Gibson,2014-09-27,"Las Vegas, Nevada, USA", USA,Bantamweight,MALE,3,0,Red,145.0,-155.0,145.0,64.5161,2,0,0,19.6364,0.404,0.4545,2.0909,0.36,2,7,26,1,0,0,2,0,2,0,4,Orthodox,165.1,170.18,135,0,1,0,10.5,0.35,0.5,2.0,0.33,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,135,7.0,9.0,6.0,10.0,0,0,1.0
Olivier Aubin-Mercier,Jake Lindsey,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Lightweight,MALE,3,0,Red,-525.0,450.0,19.0476,450.0,1,0,0,45.0,0.38,0.0,2.0,0.22,0,1,3,1,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,1,0,0,49.0,0.65,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Switch,180.34,180.34,155,7.0,9.0,6.0,10.0,1,2,1.0
Daron Cruickshank,Anthony Njokuani,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Lightweight,MALE,3,0,Red,-110.0,100.0,90.9091,100.0,1,0,0,32.625,0.396,0.25,0.875,0.308,2,3,19,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,1,0,0,55.2857,0.439,0.1429,0.4286,0.237,1,4,20,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,155,7.0,9.0,6.0,10.0,2,0,1.0
Mitch Gagnon,Roman Salazar,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Bantamweight,MALE,3,0,Red,-750.0,600.0,13.3333,600.0,0,3,0,26.5,0.45,1.75,1.0,0.34,3,1,8,0,0,0,1,0,2,0,3,Southpaw,165.1,165.1,135,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,7.0,9.0,6.0,10.0,1,0,1.0
Nordine Taleb,Li Jingliang,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Welterweight,MALE,3,0,Red,-430.0,380.0,23.2558,380.0,0,1,0,48.0,0.64,0.0,4.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,170,0,1,0,61.0,0.39,0.0,2.0,0.33,1,0,3,0,0,1,0,0,0,0,1,Orthodox,182.88,180.34,170,7.0,9.0,6.0,10.0,0,0,1.0
Jason Saggo,Paul Felder,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Lightweight,MALE,3,0,Blue,-160.0,150.0,62.5,150.0,0,1,0,10.0,0.41,0.0,2.0,0.66,1,0,1,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,155,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,7.0,9.0,6.0,10.0,0,0,0.0
Chad Laprise,Yosdenis Cedeno,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Lightweight,MALE,3,0,Red,-320.0,290.0,31.25,290.0,0,1,0,71.0,0.4,0.0,0.0,0.0,1,0,3,1,0,1,0,0,0,0,1,Orthodox,177.8,180.34,170,0,1,0,19.5,0.46,0.0,0.0,0.0,1,1,4,0,0,0,0,0,0,1,1,Orthodox,172.72,175.26,155,7.0,9.0,6.0,10.0,0,0,1.0
Raphael Assuncao,Bryan Caraway,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Bantamweight,MALE,3,0,Red,-450.0,400.0,22.2222,400.0,0,6,0,43.8571,0.44,0.2857,1.2857,0.281,6,1,17,0,0,1,3,1,1,0,6,Orthodox,165.1,167.64,135,0,2,0,24.2,0.334,1.2,2.6,0.482,2,1,13,0,0,0,0,0,4,0,4,Orthodox,172.72,172.72,135,4.0,10.0,6.0,10.0,0,0,1.0
Rory Macdonald,Tarec Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Welterweight,MALE,5,0,Red,-430.0,380.0,23.2558,380.0,0,2,0,47.3,0.453,0.5,2.0,0.422,5,2,25,0,0,0,5,2,1,0,8,Orthodox,182.88,193.04,170,0,1,0,120.0,0.59,1.0,1.0,0.33,1,0,5,0,0,0,1,0,0,0,1,Switch,177.8,177.8,170,2.0,9.0,6.0,10.0,0,2,1.0
Elias Theodorou,Bruno Santos,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Middleweight,MALE,3,0,Red,-340.0,280.0,29.4118,280.0,0,1,0,73.0,0.7,0.0,3.0,1.0,1,0,2,1,0,0,0,1,0,0,1,Orthodox,185.42,190.5,185,0,1,0,18.5,0.495,0.5,2.5,0.37,1,1,6,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,185,7.0,9.0,6.0,10.0,0,0,1.0
Paddy Holohan,Chris Kelades,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Flyweight,MALE,3,0,Blue,-500.0,435.0,20.0,435.0,0,1,0,10.0,0.34,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,177.8,175.26,125,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,7.0,9.0,6.0,10.0,0,0,0.0
Zubaira Tukhugov,Ernest Chavez,2014-10-04,"Stockholm, Sweden", Sweden,Featherweight,MALE,3,0,Red,-260.0,240.0,38.4615,240.0,0,1,0,35.0,0.36,0.0,3.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,145,1,0,0,41.0,0.415,0.0,1.0,0.5,1,1,6,0,0,1,0,0,0,0,1,Orthodox,172.72,177.8,145,7.0,9.0,6.0,10.0,0,0,1.0
Gunnar Nelson,Rick Story,2014-10-04,"Stockholm, Sweden", Sweden,Welterweight,MALE,5,0,Blue,-360.0,325.0,27.7778,325.0,0,4,0,20.0,0.69,1.0,1.25,0.875,4,0,7,0,0,0,1,0,3,0,4,Switch,180.34,182.88,170,0,1,0,41.125,0.415,0.875,2.375,0.576,6,6,41,0,0,2,4,2,2,0,10,Southpaw,175.26,180.34,170,12.0,9.0,6.0,10.0,2,1,0.0
Akira Corassani,Max Holloway,2014-10-04,"Stockholm, Sweden", Sweden,Featherweight,MALE,3,0,Blue,480.0,-570.0,480.0,17.5439,1,0,0,29.5,0.473,0.0,0.5,0.083,3,1,9,0,0,1,1,0,0,0,3,Orthodox,172.72,172.72,145,0,3,0,69.0,0.39,0.2222,0.0,0.0,3,3,23,0,0,1,1,3,1,0,6,Orthodox,180.34,175.26,155,7.0,9.0,6.0,10.0,0,0,0.0
Ilir Latifi,Jan Blachowicz,2014-10-04,"Stockholm, Sweden", Sweden,Light Heavyweight,MALE,3,0,Blue,-265.0,245.0,37.7358,245.0,0,2,0,11.3333,0.223,0.6667,1.0,0.777,2,1,5,0,0,0,0,1,1,0,2,Orthodox,177.8,185.42,205,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,205,7.0,9.0,6.0,10.0,0,0,0.0
Niklas Backstrom,Mike Wilkinson,2014-10-04,"Stockholm, Sweden", Sweden,Featherweight,MALE,3,0,Blue,-1000.0,650.0,10.0,650.0,0,1,0,5.0,0.41,2.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,185.42,187.96,145,1,0,0,29.0,0.665,0.0,1.0,0.54,1,1,4,0,0,0,1,0,0,0,1,Switch,170.18,172.72,145,7.0,9.0,6.0,10.0,0,2,0.0
Magnus Cedenblad,Scott Askham,2014-10-04,"Stockholm, Sweden", Sweden,Middleweight,MALE,3,0,Red,-120.0,110.0,83.3333,110.0,0,2,0,10.6667,0.54,1.0,1.0,0.2,2,1,5,0,0,0,0,0,2,0,2,Orthodox,195.58,200.66,185,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,185,7.0,9.0,6.0,10.0,0,1,1.0
Nico Musoke,Alexander Yakovlev,2014-10-04,"Stockholm, Sweden", Sweden,Welterweight,MALE,3,0,Red,-205.0,188.0,48.7805,188.0,1,0,0,31.0,0.403,0.3333,1.6667,0.577,2,1,7,0,0,0,1,0,1,0,2,Orthodox,182.88,190.5,170,1,0,0,22.0,0.51,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Southpaw,190.5,187.96,155,7.0,9.0,6.0,10.0,0,1,1.0
Dennis Siver,Charles Rosa,2014-10-04,"Stockholm, Sweden", Sweden,Featherweight,MALE,3,0,Red,-290.0,260.0,34.4828,260.0,2,0,0,39.9412,0.337,0.1765,0.5882,0.274,4,7,39,0,0,0,5,3,2,0,10,Orthodox,167.64,177.8,145,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,145,11.0,9.0,6.0,10.0,0,2,1.0
Cathal Pendred,Gasan Umalatov,2014-10-04,"Stockholm, Sweden", Sweden,Welterweight,MALE,3,0,Red,-140.0,130.0,71.4286,130.0,0,1,0,11.0,0.27,1.0,3.0,0.6,1,0,2,0,0,0,0,0,1,0,1,Orthodox,185.42,190.5,170,0,1,0,29.0,0.41,0.0,1.5,0.195,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,7.0,9.0,6.0,10.0,0,0,1.0
Tor Troeng,Krzysztof Jotko,2014-10-04,"Stockholm, Sweden", Sweden,Middleweight,MALE,3,0,Blue,130.0,-140.0,130.0,71.4286,2,0,0,13.6667,0.543,0.3333,0.6667,0.4,1,2,7,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,1,0,0,16.0,0.48,0.0,0.5,0.125,1,1,5,0,0,0,1,0,0,0,1,Southpaw,185.42,195.58,185,7.0,9.0,6.0,10.0,0,1,0.0
Mairbek Taisumov,Marcin Bandel,2014-10-04,"Stockholm, Sweden", Sweden,Lightweight,MALE,3,0,Red,-150.0,140.0,66.6667,140.0,1,0,0,29.5,0.325,0.0,2.5,0.355,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,185.42,155,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,7.0,9.0,6.0,10.0,0,0,1.0
Albert Tumenov,Matt Dwyer,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,Welterweight,MALE,3,0,Red,-440.0,390.0,22.7273,390.0,0,1,0,19.0,0.365,0.0,0.5,0.5,1,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,170,7.0,9.0,6.0,10.0,0,0,1.0
Jose Aldo,Chad Mendes,2014-10-25,"Rio de Janeiro, Brazil", Brazil,Featherweight,MALE,5,1,Red,-200.0,185.0,50.0,185.0,0,6,0,54.3333,0.42,0.5,2.0,0.397,6,0,25,6,0,0,4,2,0,0,6,Orthodox,170.18,177.8,145,0,5,0,24.5,0.591,0.25,2.375,0.338,5,1,16,1,0,0,3,4,0,0,7,Orthodox,167.64,167.64,145,0.0,1.0,2.0,10.0,0,0,1.0
Glover Teixeira,Phil Davis,2014-10-25,"Rio de Janeiro, Brazil", Brazil,Light Heavyweight,MALE,3,0,Blue,-210.0,190.0,47.619,190.0,1,0,0,43.1667,0.485,0.5,1.6667,0.458,5,1,13,1,0,0,1,1,2,1,5,Orthodox,187.96,193.04,205,1,0,0,36.4545,0.415,0.5455,2.0,0.392,5,3,29,0,0,0,5,0,3,0,8,Orthodox,187.96,200.66,205,4.0,6.0,6.0,10.0,0,0,0.0
Fabio Maldonado,Hans Stringer,2014-10-25,"Rio de Janeiro, Brazil", Brazil,Light Heavyweight,MALE,3,0,Red,-130.0,120.0,76.9231,120.0,1,0,0,74.5,0.533,0.625,0.375,0.188,3,4,21,0,0,1,2,1,0,0,4,Orthodox,185.42,190.5,205,0,1,0,44.0,0.57,0.0,1.0,0.12,1,0,3,0,0,1,0,0,0,0,1,Orthodox,190.5,185.42,205,15.0,9.0,6.0,10.0,0,0,1.0
Diego Ferreira,Beneil Dariush,2014-10-25,"Rio de Janeiro, Brazil", Brazil,Lightweight,MALE,3,0,Blue,-245.0,225.0,40.8163,225.0,0,2,0,16.0,0.525,1.5,0.5,0.5,2,0,3,0,0,0,0,1,1,0,2,Orthodox,175.26,187.96,155,0,1,0,14.6667,0.43,0.6667,0.6667,0.22,1,1,4,0,0,0,0,0,2,0,2,Southpaw,177.8,182.88,155,7.0,9.0,6.0,10.0,0,1,0.0
Darren Elkins,Lucas Martins,2014-10-25,"Rio de Janeiro, Brazil", Brazil,Featherweight,MALE,3,0,Red,-220.0,200.0,45.4545,200.0,1,0,0,27.0,0.249,1.4,1.3,0.332,5,3,22,0,0,0,5,2,0,0,7,Orthodox,177.8,180.34,145,0,3,0,28.5,0.4,0.25,0.0,0.0,3,1,8,0,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145,13.0,9.0,6.0,10.0,0,1,1.0
